gene_name	query	indication_meshId	indication_meshName	clinical_success
FGFR1	[MASK] is a promising drug target for the treatment of lymphoma.	D008223	Lymphoma	0
FGFR1	[MASK] is a promising drug target for the treatment of mesothelioma.	D008654	Mesothelioma	0
FGFR1	[MASK] is a promising drug target for the treatment of myeloproliferative disorders.	D009196	Myeloproliferative Disorders	1
FGFR1	[MASK] is a promising drug target for the treatment of neoplasms.	D009369	Neoplasms	1
FGFR1	[MASK] is a promising drug target for the treatment of pancreatic neoplasms.	D010190	Pancreatic Neoplasms	1
FGFR1	[MASK] is a promising drug target for the treatment of prostatic neoplasms.	D011471	Prostatic Neoplasms	0
FGFR1	[MASK] is a promising drug target for the treatment of sarcoma.	D012509	Sarcoma	1
FGFR1	[MASK] is a promising drug target for the treatment of spinal cord injuries.	D013119	Spinal Cord Injuries	0
FGFR1	[MASK] is a promising drug target for the treatment of testicular neoplasms.	D013736	Testicular Neoplasms	0
FGFR1	[MASK] is a promising drug target for the treatment of thyroid neoplasms.	D013964	Thyroid Neoplasms	1
FGFR1	[MASK] is a promising drug target for the treatment of urethral neoplasms.	D014523	Urethral Neoplasms	0
FGFR1	[MASK] is a promising drug target for the treatment of wound healing.	D014945	Wound Healing	1
FGFR1	[MASK] is a promising drug target for the treatment of b-cell chronic lymphocytic leukemia.	D015451	Leukemia, Lymphocytic, Chronic, B-Cell	0
FGFR1	[MASK] is a promising drug target for the treatment of bcr-abl positive chronic myelogenous leukemia.	D015464	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	1
FGFR1	[MASK] is a promising drug target for the treatment of acute myeloid leukemia.	D015470	Leukemia, Myeloid, Acute	1
FGFR1	[MASK] is a promising drug target for the treatment of neuroendocrine tumors.	D018358	Neuroendocrine Tumors	1
FGFR1	[MASK] is a promising drug target for the treatment of hematologic neoplasms.	D019337	Hematologic Neoplasms	0
FGFR1	[MASK] is a promising drug target for the treatment of hearing loss.	D034381	Hearing Loss	0
FGFR1	[MASK] is a promising drug target for the treatment of diabetes complications.	D048909	Diabetes Complications	1
FGFR1	[MASK] is a promising drug target for the treatment of precursor cell lymphoblastic leukemia-lymphoma.	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma	1
FGFR1	[MASK] is a promising drug target for the treatment of small cell lung carcinoma.	D055752	Small Cell Lung Carcinoma	1
FGFR1	[MASK] is a promising drug target for the treatment of non-alcoholic fatty liver disease.	D065626	Non-alcoholic Fatty Liver Disease	0
FGFR2	[MASK] is a promising drug target for the treatment of bile duct neoplasms.	D001650	Bile Duct Neoplasms	1
FGFR2	[MASK] is a promising drug target for the treatment of urinary bladder neoplasms.	D001749	Urinary Bladder Neoplasms	1
FGFR2	[MASK] is a promising drug target for the treatment of non-small-cell lung carcinoma.	D002289	Carcinoma, Non-Small-Cell Lung	1
FGFR2	[MASK] is a promising drug target for the treatment of leukemia.	D007938	Leukemia	0
FGFR2	[MASK] is a promising drug target for the treatment of lymphoma.	D008223	Lymphoma	0
FGFR2	[MASK] is a promising drug target for the treatment of mesothelioma.	D008654	Mesothelioma	0
FGFR2	[MASK] is a promising drug target for the treatment of myeloproliferative disorders.	D009196	Myeloproliferative Disorders	1
FGFR2	[MASK] is a promising drug target for the treatment of neoplasms.	D009369	Neoplasms	1
FGFR2	[MASK] is a promising drug target for the treatment of prostatic neoplasms.	D011471	Prostatic Neoplasms	0
FGFR2	[MASK] is a promising drug target for the treatment of sarcoma.	D012509	Sarcoma	1
FGFR2	[MASK] is a promising drug target for the treatment of testicular neoplasms.	D013736	Testicular Neoplasms	0
FGFR2	[MASK] is a promising drug target for the treatment of thyroid neoplasms.	D013964	Thyroid Neoplasms	1
FGFR2	[MASK] is a promising drug target for the treatment of urethral neoplasms.	D014523	Urethral Neoplasms	0
FGFR2	[MASK] is a promising drug target for the treatment of b-cell chronic lymphocytic leukemia.	D015451	Leukemia, Lymphocytic, Chronic, B-Cell	0
FGFR2	[MASK] is a promising drug target for the treatment of bcr-abl positive chronic myelogenous leukemia.	D015464	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	1
FGFR2	[MASK] is a promising drug target for the treatment of acute myeloid leukemia.	D015470	Leukemia, Myeloid, Acute	1
FGFR2	[MASK] is a promising drug target for the treatment of hematologic neoplasms.	D019337	Hematologic Neoplasms	0
FGFR2	[MASK] is a promising drug target for the treatment of precursor cell lymphoblastic leukemia-lymphoma.	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma	1
FGFR2	[MASK] is a promising drug target for the treatment of small cell lung carcinoma.	D055752	Small Cell Lung Carcinoma	1
FGFR3	[MASK] is a promising drug target for the treatment of bile duct neoplasms.	D001650	Bile Duct Neoplasms	1
FGFR3	[MASK] is a promising drug target for the treatment of urinary bladder neoplasms.	D001749	Urinary Bladder Neoplasms	1
FGFR3	[MASK] is a promising drug target for the treatment of non-small-cell lung carcinoma.	D002289	Carcinoma, Non-Small-Cell Lung	1
FGFR3	[MASK] is a promising drug target for the treatment of partial epilepsies.	D004828	Epilepsies, Partial	1
FGFR3	[MASK] is a promising drug target for the treatment of tonic-clonic epilepsy.	D004830	Epilepsy, Tonic-Clonic	1
FGFR3	[MASK] is a promising drug target for the treatment of myoclonic epilepsies.	D004831	Epilepsies, Myoclonic	1
FGFR3	[MASK] is a promising drug target for the treatment of leukemia.	D007938	Leukemia	0
FGFR3	[MASK] is a promising drug target for the treatment of lymphoma.	D008223	Lymphoma	0
FGFR3	[MASK] is a promising drug target for the treatment of mesothelioma.	D008654	Mesothelioma	0
FGFR3	[MASK] is a promising drug target for the treatment of myelodysplastic syndromes.	D009190	Myelodysplastic Syndromes	0
FGFR3	[MASK] is a promising drug target for the treatment of myeloproliferative disorders.	D009196	Myeloproliferative Disorders	1
FGFR3	[MASK] is a promising drug target for the treatment of neoplasms.	D009369	Neoplasms	1
FGFR3	[MASK] is a promising drug target for the treatment of prostatic neoplasms.	D011471	Prostatic Neoplasms	0
FGFR3	[MASK] is a promising drug target for the treatment of sarcoma.	D012509	Sarcoma	1
FGFR3	[MASK] is a promising drug target for the treatment of testicular neoplasms.	D013736	Testicular Neoplasms	0
FGFR3	[MASK] is a promising drug target for the treatment of thyroid neoplasms.	D013964	Thyroid Neoplasms	1
FGFR3	[MASK] is a promising drug target for the treatment of urethral neoplasms.	D014523	Urethral Neoplasms	0
FGFR3	[MASK] is a promising drug target for the treatment of b-cell chronic lymphocytic leukemia.	D015451	Leukemia, Lymphocytic, Chronic, B-Cell	0
FGFR3	[MASK] is a promising drug target for the treatment of bcr-abl positive chronic myelogenous leukemia.	D015464	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	1
FGFR3	[MASK] is a promising drug target for the treatment of acute myeloid leukemia.	D015470	Leukemia, Myeloid, Acute	1
FGFR3	[MASK] is a promising drug target for the treatment of skin aging.	D015595	Skin Aging	1
FGFR3	[MASK] is a promising drug target for the treatment of hematologic neoplasms.	D019337	Hematologic Neoplasms	0
FGFR3	[MASK] is a promising drug target for the treatment of precursor cell lymphoblastic leukemia-lymphoma.	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma	1
FGFR3	[MASK] is a promising drug target for the treatment of small cell lung carcinoma.	D055752	Small Cell Lung Carcinoma	1
FGFR4	[MASK] is a promising drug target for the treatment of bile duct neoplasms.	D001650	Bile Duct Neoplasms	1
FGFR4	[MASK] is a promising drug target for the treatment of urinary bladder neoplasms.	D001749	Urinary Bladder Neoplasms	1
FGFR4	[MASK] is a promising drug target for the treatment of non-small-cell lung carcinoma.	D002289	Carcinoma, Non-Small-Cell Lung	1
FGFR4	[MASK] is a promising drug target for the treatment of constipation.	D003248	Constipation	0
FGFR4	[MASK] is a promising drug target for the treatment of type 2 diabetes mellitus.	D003924	Diabetes Mellitus, Type 2	0
FGFR4	[MASK] is a promising drug target for the treatment of biliary liver cirrhosis.	D008105	Liver Cirrhosis, Biliary	0
FGFR4	[MASK] is a promising drug target for the treatment of neoplasms.	D009369	Neoplasms	1
FGFR4	[MASK] is a promising drug target for the treatment of obesity.	D009765	Obesity	0
FGFR4	[MASK] is a promising drug target for the treatment of sarcoma.	D012509	Sarcoma	1
FGFR4	[MASK] is a promising drug target for the treatment of thyroid neoplasms.	D013964	Thyroid Neoplasms	1
FGFR4	[MASK] is a promising drug target for the treatment of sclerosing cholangitis.	D015209	Cholangitis, Sclerosing	0
FGFR4	[MASK] is a promising drug target for the treatment of bcr-abl positive chronic myelogenous leukemia.	D015464	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	1
FGFR4	[MASK] is a promising drug target for the treatment of acute myeloid leukemia.	D015470	Leukemia, Myeloid, Acute	1
FGFR4	[MASK] is a promising drug target for the treatment of precursor cell lymphoblastic leukemia-lymphoma.	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma	1
FGFR4	[MASK] is a promising drug target for the treatment of small cell lung carcinoma.	D055752	Small Cell Lung Carcinoma	1
FGG	[MASK] is a promising drug target for the treatment of afibrinogenemia.	D000347	Afibrinogenemia	1
FGG	[MASK] is a promising drug target for the treatment of hemorrhage.	D006470	Hemorrhage	1
FGG	[MASK] is a promising drug target for the treatment of operative surgical procedures.	D013514	Surgical Procedures, Operative	1
FGG	[MASK] is a promising drug target for the treatment of wound healing.	D014945	Wound Healing	1
FGG	[MASK] is a promising drug target for the treatment of hearing loss.	D034381	Hearing Loss	0
FGG	[MASK] is a promising drug target for the treatment of intervertebral disc degeneration.	D055959	Intervertebral Disc Degeneration	0
FGG	[MASK] is a promising drug target for the treatment of musculoskeletal pain.	D059352	Musculoskeletal Pain	0
FGR	[MASK] is a promising drug target for the treatment of breast neoplasms.	D001943	Breast Neoplasms	0
FGR	[MASK] is a promising drug target for the treatment of mesothelioma.	D008654	Mesothelioma	0
FGR	[MASK] is a promising drug target for the treatment of neoplasms.	D009369	Neoplasms	0
FGR	[MASK] is a promising drug target for the treatment of ovarian neoplasms.	D010051	Ovarian Neoplasms	0
FGR	[MASK] is a promising drug target for the treatment of endometrial neoplasms.	D016889	Endometrial Neoplasms	0
FKBP1A	[MASK] is a promising drug target for the treatment of atopic dermatitis.	D003876	Dermatitis, Atopic	1
FKBP1A	[MASK] is a promising drug target for the treatment of graft rejection.	D006084	Graft Rejection	1
FLT1	[MASK] is a promising drug target for the treatment of breast neoplasms.	D001943	Breast Neoplasms	0
FLT1	[MASK] is a promising drug target for the treatment of esophageal neoplasms.	D004938	Esophageal Neoplasms	0
FLT1	[MASK] is a promising drug target for the treatment of kidney neoplasms.	D007680	Kidney Neoplasms	1
FLT1	[MASK] is a promising drug target for the treatment of liver neoplasms.	D008113	Liver Neoplasms	0
FLT1	[MASK] is a promising drug target for the treatment of macular edema.	D008269	Macular Edema	1
FLT1	[MASK] is a promising drug target for the treatment of melanoma.	D008545	Melanoma	0
FLT1	[MASK] is a promising drug target for the treatment of mesothelioma.	D008654	Mesothelioma	0
FLT1	[MASK] is a promising drug target for the treatment of myelodysplastic syndromes.	D009190	Myelodysplastic Syndromes	0
FLT1	[MASK] is a promising drug target for the treatment of myopia.	D009216	Myopia	1
FLT1	[MASK] is a promising drug target for the treatment of neoplasms.	D009369	Neoplasms	0
FLT1	[MASK] is a promising drug target for the treatment of pancreatic neoplasms.	D010190	Pancreatic Neoplasms	1
FLT1	[MASK] is a promising drug target for the treatment of prostatic neoplasms.	D011471	Prostatic Neoplasms	0
FLT1	[MASK] is a promising drug target for the treatment of retinal vein occlusion.	D012170	Retinal Vein Occlusion	0
FLT1	[MASK] is a promising drug target for the treatment of sarcoma.	D012509	Sarcoma	0
FLT1	[MASK] is a promising drug target for the treatment of testicular neoplasms.	D013736	Testicular Neoplasms	0
FLT1	[MASK] is a promising drug target for the treatment of colorectal neoplasms.	D015179	Colorectal Neoplasms	1
FLT1	[MASK] is a promising drug target for the treatment of bcr-abl positive chronic myelogenous leukemia.	D015464	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	1
FLT1	[MASK] is a promising drug target for the treatment of acute myeloid leukemia.	D015470	Leukemia, Myeloid, Acute	1
FLT1	[MASK] is a promising drug target for the treatment of neuroendocrine tumors.	D018358	Neuroendocrine Tumors	1
FLT1	[MASK] is a promising drug target for the treatment of gastrointestinal stromal tumors.	D046152	Gastrointestinal Stromal Tumors	0
FLT1	[MASK] is a promising drug target for the treatment of precursor cell lymphoblastic leukemia-lymphoma.	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma	1
FLT1	[MASK] is a promising drug target for the treatment of wet macular degeneration.	D057135	Wet Macular Degeneration	1
FLT3	[MASK] is a promising drug target for the treatment of breast neoplasms.	D001943	Breast Neoplasms	0
FLT3	[MASK] is a promising drug target for the treatment of fallopian tube neoplasms.	D005185	Fallopian Tube Neoplasms	0
FLT3	[MASK] is a promising drug target for the treatment of leukemia.	D007938	Leukemia	0
FLT3	[MASK] is a promising drug target for the treatment of liver neoplasms.	D008113	Liver Neoplasms	0
FLT3	[MASK] is a promising drug target for the treatment of lymphoma.	D008223	Lymphoma	0
FLT3	[MASK] is a promising drug target for the treatment of macular edema.	D008269	Macular Edema	0
FLT3	[MASK] is a promising drug target for the treatment of melanoma.	D008545	Melanoma	0
FLT3	[MASK] is a promising drug target for the treatment of mesothelioma.	D008654	Mesothelioma	0
FLT3	[MASK] is a promising drug target for the treatment of multiple myeloma.	D009101	Multiple Myeloma	0
FLT3	[MASK] is a promising drug target for the treatment of peritoneal neoplasms.	D010534	Peritoneal Neoplasms	0
FLT3	[MASK] is a promising drug target for the treatment of polycythemia vera.	D011087	Polycythemia Vera	1
FLT3	[MASK] is a promising drug target for the treatment of psoriasis.	D011565	Psoriasis	0
